mean_a_x,var_a_x,std_a_x,max_a_x,min_a_x,range_a_x,dc_comp_a_x,spec_energy_a_x,spec_entropy_a_x,max_psd_a_x,min_psd_a_x,min_max_psd_a_x,max_xas_a_x,min_xas_a_x,min_max_xas_a_x,mean_g_x,var_g_x,std_g_x,max_g_x,min_g_x,range_g_x,dc_comp_g_x,spec_energy_g_x,spec_entropy_g_x,max_psd_g_x,min_psd_g_x,min_max_psd_g_x,max_xas_g_x,min_xas_g_x,min_max_xas_g_x,mean_a_y,var_a_y,std_a_y,max_a_y,min_a_y,range_a_y,dc_comp_a_y,spec_energy_a_y,spec_entropy_a_y,max_psd_a_y,min_psd_a_y,min_max_psd_a_y,max_xas_a_y,min_xas_a_y,min_max_xas_a_y,mean_g_y,var_g_y,std_g_y,max_g_y,min_g_y,range_g_y,dc_comp_g_y,spec_energy_g_y,spec_entropy_g_y,max_psd_g_y,min_psd_g_y,min_max_psd_g_y,max_xas_g_y,min_xas_g_y,min_max_xas_g_y,mean_a_z,var_a_z,std_a_z,max_a_z,min_a_z,range_a_z,dc_comp_a_z,spec_energy_a_z,spec_entropy_a_z,max_psd_a_z,min_psd_a_z,min_max_psd_a_z,max_xas_a_z,min_xas_a_z,min_max_xas_a_z,mean_g_z,var_g_z,std_g_z,max_g_z,min_g_z,range_g_z,dc_comp_g_z,spec_energy_g_z,spec_entropy_g_z,max_psd_g_z,min_psd_g_z,min_max_psd_g_z,max_xas_g_z,min_xas_g_z,min_max_xas_g_z,mean_a_m,var_a_m,std_a_m,max_a_m,min_a_m,range_a_m,dc_comp_a_m,spec_energy_a_m,spec_entropy_a_m,max_psd_a_m,min_psd_a_m,min_max_psd_a_m,max_xas_a_m,min_xas_a_m,min_max_xas_a_m,mean_g_m,var_g_m,std_g_m,max_g_m,min_g_m,range_g_m,dc_comp_g_m,spec_energy_g_m,spec_entropy_g_m,max_psd_g_m,min_psd_g_m,min_max_psd_g_m,max_xas_g_m,min_xas_g_m,min_max_xas_g_m,activity,mat_filename,filename
-0.6124662239583334,0.24983328178969463,0.49983325398546125,0.38916,-1.701904,2.0910640000000003,13828.234770055227,1044899.0661812028,2.518966683270971,0.5225582493534621,-0.08179011520813682,-0.1565186566460908,0.722881905537455,nan,nan,24.45244911979167,3538.6869958243565,59.486864061104754,267.755725,-78.625954,346.38167899999996,22041806.485929992,8002751696590.937,3.6426675318963557,0.40866357341572324,-0.10323402669294514,-0.2526137228970191,0.6392679981163794,nan,nan,-0.43198139583333334,0.2559938765777287,0.5059583743528006,0.640625,-2.000488,2.641113,6879.114596823183,291636.13149575045,2.8102793532568984,0.3448214698903241,2.0149269256617586e-09,5.8433917305167745e-09,0.5872150116357074,4.4887937418216916e-05,7.644208088819126e-05,-16.453880421875002,14029.300549779757,118.44534836699901,276.946565,-242.259542,519.206107,9980197.390074894,142870575072345.66,2.622782967152707,0.4195522408866774,5.755193619569684e-10,1.3717466047629057e-09,0.6477285240644243,2.3989984617689282e-05,3.703709768276809e-05,-0.43940098437499997,0.3648672281527341,0.604042405922576,0.921387,-2.405762,3.3271490000000004,7117.4513689701225,348786.55325038364,2.874852339358967,0.35156795501243626,-0.04540603364725496,-0.12915293615326454,0.5929316613341172,nan,nan,-6.224872760416667,15400.854736409565,124.10018024325979,344.061069,-264.793893,608.854962,1428444.6431248246,218625048986837.34,2.3534733375581673,0.48203624678005164,-3.472602335273987e-07,-7.204027411777814e-07,0.6942883023500047,nan,nan,1.148433301988835,0.30659136430879197,0.5537069299808266,2.9472299112122218,0.3499051095668653,2.5973248016453563,48619.8945466483,12378161.275825404,2.7147954329714366,0.32998964575001194,9.79347592046089e-09,2.9678130955296908e-08,0.5744472523652733,9.896199230240309e-05,0.00017227341917805226,151.47762352353075,10930.773343453902,104.55033880123919,402.0161696259356,6.418100139951464,395.5980694859841,845861821.8701974,3852859692111029.5,2.3225018890634144,0.782689026794682,-0.07917754718201009,-0.1011609265895333,0.8846971384573831,nan,nan,10,a10_s1_t1_inertial.mat,a10_s1_t1
-0.6033667914438504,0.40638871331597254,0.6374862455896382,0.510742,-2.227051,2.737793,12730.516379568098,1027958.8903217375,2.127660321666135,0.5167270282286409,-0.06643086969792544,-0.12856085722020946,0.7188372752081245,nan,nan,24.63322040106952,2507.2708056105976,50.072655268225965,185.068702,-83.419847,268.48854900000003,21219033.4945012,5185489215981.905,3.5894606994061173,0.3330921594918371,-0.08672772514880847,-0.26037155987435917,0.5771413687233286,nan,nan,-0.32669409090909096,0.3906736853319436,0.6250389470520565,1.177002,-1.751953,2.928955,3732.2074163220263,186634.32586716203,2.6223448876886013,0.4678319587822735,-0.028233741338415892,-0.060350176614496154,0.6839824257846641,nan,nan,-4.73380412299465,17796.693124144076,133.40424702438852,342.045802,-257.160305,599.206107,783616.8756751198,242274110201423.22,2.4272014265431983,0.5158800650320141,1.6833836448928843e-09,3.2631298609850686e-09,0.718247913350268,4.102905854260958e-05,5.712381168116382e-05,-0.4971617112299465,0.3460294747221947,0.5882427005260624,0.277588,-2.680664,2.9582520000000003,8643.2795861776,483323.1071824322,2.7135190250216175,0.3693265513696367,-0.032332224285197095,-0.0875437310566868,0.6077224295429918,nan,nan,-0.20933173262032637,20074.994493504215,141.68625372104458,390.778626,-282.137405,672.916031,1532.3336868611723,269026304025742.22,2.6141485047064634,0.3761588660392471,3.487292641497941e-09,9.270797411256789e-09,0.6133179159614099,5.905330339191823e-05,9.628498019554653e-05,1.1907090119173185,0.44325420347424715,0.6657733874782373,3.5400884547481297,0.12494408812745003,3.4151443666206798,49578.62686065618,13264348.76773065,2.893172185793875,0.34903239210278214,6.279360161894374e-08,1.7990766198127664e-07,0.590789634390095,0.0002505865152376395,0.0004241552333536351,163.68389952273446,14215.78772886709,119.22997831446204,417.3815392612185,4.089323809284244,413.2922154519343,936904098.7160501,4887091764118870.0,2.259249825365963,0.680180252774153,8.568289115472681e-08,1.2597085964384348e-07,0.8247304121797334,0.00029271640055645464,0.0003549237377858002,10,a10_s1_t2_inertial.mat,a10_s1_t2
-0.5203425333333332,0.45533390237526433,0.6747843376777979,0.616211,-2.222168,2.8383789999999998,10295.510284638434,769229.4895514789,2.1393277818327476,0.44824162855125577,-0.0503399245756072,-0.11230533125249634,0.6695084977438717,nan,nan,17.809042846153847,2172.4284260771024,46.609316944974665,226.229008,-96.305344,322.534352,12060085.319830857,2774402469029.347,3.9438410956338386,0.4175175823007781,-0.09796391429463193,-0.23463422487453256,0.6461560046155868,nan,nan,-0.23672876923076921,0.3585500865553877,0.5987905197607822,1.323975,-1.286621,2.610596,2130.9403996521,106069.1994301819,2.9469468426144507,0.42257855063684685,-0.08622428086885822,-0.2040432027108663,0.650060420758599,nan,nan,-7.1968682974359,17338.241235255788,131.67475549723184,345.618321,-278.076336,623.694657,1969501.5778765052,238119782027079.72,2.539461884964961,0.44585362873291046,2.627986342548222e-09,5.894280483971395e-09,0.667722718448991,5.12638892647468e-05,7.677421757316316e-05,-0.5183418461538462,0.34561359055875585,0.5878890971592821,0.381348,-2.857178,3.2385260000000002,10216.491196755607,615808.6058927325,2.9054952976398063,0.31748844864017983,4.0329571723883194e-08,1.2702689466850503e-07,0.5634611332116705,0.00020082223911679502,0.0003564083257564349,5.481150892307699,16615.83770179991,128.90243481718997,345.832061,-232.70229,578.534351,1142385.6493389325,203596565303255.06,2.648110050987769,0.4008195734379478,1.5136480181797966e-09,3.7763824885017235e-09,0.6331031301754461,3.89056296463609e-05,6.145227813923356e-05,1.1750721336497176,0.3741781918607515,0.6117010641324335,3.6191749413468535,0.19221092935366604,3.4269640119931872,52504.711595625784,14217437.426675955,3.09296725315133,0.3349221848832616,7.198550401478892e-09,2.1493202679267048e-08,0.5787246192130256,8.484427147120123e-05,0.00014660560248253493,154.18313732192019,12753.067464193731,112.92948004924901,419.0905396130573,1.8849867254986172,417.20555288755867,903947024.7042044,4363216415589358.5,2.225795580140987,0.6308245987035574,6.450605064186578e-08,1.022567141079085e-07,0.7942446718131368,0.0002539804138941934,0.00031977603741979873,10,a10_s1_t3_inertial.mat,a10_s1_t3
-0.5992758579234972,0.37053163153707275,0.6087130945996421,0.539551,-2.066895,2.606446,12026.956608220326,916036.698124122,2.090633031234528,0.47215182875468314,-0.09651074636978293,-0.20440616871978107,0.6871330502564137,nan,nan,22.765277622950823,2381.2794353630065,48.79835484279164,243.022901,-71.603053,314.625954,17355937.649358097,3332987708834.777,3.883075115196418,0.2968818002832538,-0.08310974501395302,-0.2799422023669296,0.5448686082747416,nan,nan,-0.2679290054644809,0.5181311666881803,0.7198132859903187,2.178955,-1.929443,4.108398,2404.0397454960635,170454.44049888433,2.9397897549266117,0.3446847867799508,-0.05454107618687307,-0.15823464881173444,0.5870986175932889,nan,nan,-9.498352289617488,18397.486866086456,135.63733581166528,356.885496,-258.259542,615.145038,3021333.91763394,222202168007712.97,2.5132949118954366,0.3573566006354256,4.501606145166322e-10,1.2596958156535773e-09,0.5977931085546451,2.1216988818318026e-05,3.549219372839015e-05,-0.5026908688524591,0.4275907330954473,0.6539042231821471,0.6604,-2.824463,3.4848630000000003,8462.606993320042,510233.0907331505,2.685309006816781,0.37524119599081124,-0.016657249765374194,-0.04439078103189419,0.6125693397410706,nan,nan,0.47636924590164487,21631.80146419991,147.07753555251023,347.603053,-342.992366,690.595419,7599.5803535271225,294505349183396.75,2.628983160717431,0.42719309512587916,1.978558782507457e-08,4.63153268412366e-08,0.6536001033704624,0.0001406612520386285,0.00021520995990250222,1.26124037748654,0.4091418570050804,0.6396419756434691,3.465607665414249,0.28367329536281694,3.181934370051432,53271.866208192216,15588879.336008841,3.031098952395041,0.24446337654374775,3.3879952815883107e-06,1.3858907332002815e-05,0.49443237813046564,0.0018406507766516467,0.003722755341410823,167.40136055331735,14996.055739673766,122.45838370513374,433.06264400268725,2.239855901094086,430.8227881015932,938469464.3852425,4998274479524286.0,2.338178470770278,0.7238136559947296,4.627308394706906e-08,6.392955364109073e-08,0.8507723878892225,0.0002151117940678034,0.00025284294263651244,10,a10_s1_t4_inertial.mat,a10_s1_t4
-0.4370316279069767,0.39235735308114067,0.6263843493264664,0.494873,-1.473389,1.9682620000000002,5650.444709913601,347925.9769859022,1.8325721562963546,0.7967273278198299,-0.5457258343725414,-0.6849593522364412,0.8925958367703885,nan,nan,28.79779869767442,4497.5683636915755,67.06391252895685,240.48855,-103.664122,344.152672,24534401.999663346,14983513283758.15,2.768694288293749,0.5213139718372098,-2.1299020153537853e-06,-4.0856415335418776e-06,0.7220207558216106,nan,nan,-0.43955958139534884,0.24512547120292943,0.49510147566224183,0.483887,-1.443359,1.927246,5716.002315645504,284576.35874119983,1.4574106070450905,0.827515410906887,6.868139937020372e-09,8.29971242407857e-09,0.9096787404940752,8.287424169801117e-05,9.11027574998615e-05,0.3046334244186057,10632.473595444037,103.11388653059313,242.076336,-217.770992,459.847328,2745.4402645085806,67054100754366.695,nan,0.4921593692393194,-4.619228306068048e-06,-9.385635212446566e-06,0.701540711034876,nan,nan,-0.24661042441860465,0.21516851120869773,0.4638625994933173,0.412598,-1.401123,1.813721,1799.2012951620488,88397.92718906092,1.4462144218023798,0.9957882479007855,-0.6164256066369873,-0.6190328194136354,0.9978919019116176,nan,nan,-4.191904831395343,24310.73412714085,155.9189986087034,315.206107,-324.21374,639.4198469999999,519852.0039602319,398406326133798.06,2.144726672510736,0.567691289191854,-2.5220156922932593e-07,-4.442583038192316e-07,0.7534529110646889,nan,nan,1.0498822233837422,0.1954246233349789,0.4420685731139219,1.962039607973295,0.27548895301808385,1.686550654955211,32609.043373197175,6215938.944366479,2.2586453512478464,0.6062514892037251,-0.05072815515182299,-0.08367510192585485,0.7786215314282833,nan,nan,162.97767414567153,13726.0318938143,117.15814907130574,384.2855957224934,0.6265123666664529,383.6590833558269,785801991.6336887,3712958885761961.0,2.499988061153172,0.6928506358004736,-0.1331804203351036,-0.19222096863811894,0.832376498827588,nan,nan,10,a10_s2_t1_inertial.mat,a10_s2_t1
-0.49976174698795184,0.4353511235026469,0.659811430260682,0.549072,-1.889893,2.438965,6882.436264202502,412835.138867356,2.2283153061268806,0.6274595559777131,-0.664197734415699,-1.0585506716536337,0.7921234474358861,nan,nan,35.28814496385542,3394.5673583689777,58.262915807303855,229.374046,-90.259542,319.633588,34314196.49002648,11947692803854.016,3.3551010015530465,0.5363274857310585,-0.3341352494504645,-0.6230060146833808,0.7323438302676267,nan,nan,-0.43889864457831335,0.23842282427601225,0.48828559703928626,0.411133,-1.845947,2.25708,5308.1679489806265,247085.54397767127,1.7045865610739035,0.7537666949282121,4.826856346217329e-08,6.40364767864549e-08,0.8681973824702607,0.0002197010775170966,0.0002530542961232923,2.1156994156626503,13809.890465051054,117.51549031957894,270.412214,-221.221374,491.63358800000003,123345.72678444772,125550683200174.36,2.1264709167892932,0.4725382997723208,3.976770085752575e-09,8.415762463420782e-09,0.6874142126638937,6.306163719530738e-05,9.173746488442321e-05,-0.278392421686747,0.18143863466274987,0.42595614171267665,0.405762,-1.288818,1.69458,2135.6544935121647,68231.73090358202,1.6517486366124998,0.9207540150635011,-0.8598115689807635,-0.9338124568715189,0.9595592816827426,nan,nan,-8.880529746987945,28191.74249856982,167.90396808464598,276.366412,-404.580153,680.946565,2173171.1094271685,480252571390518.94,2.165382870000925,0.5973241643475831,-2.5544016023265248e-08,-4.276407610458093e-08,0.7728674946894734,nan,nan,1.0713857237873323,0.22724137772384487,0.47669841380462435,2.277408735575149,0.18509813268101868,2.0923106028941305,31630.633223892488,6057322.046296824,2.5650045368602106,0.5724608600576615,-0.0713980688552427,-0.12472131081250007,0.7566114326770786,nan,nan,180.1981895139328,14253.405985485257,119.38762911409731,467.1426372121728,1.553054921909396,465.5895822902634,894781554.0629582,4961759356236883.0,2.3019115319649255,0.5758380047868048,4.0401421354057146e-07,7.016108874060015e-07,0.7588399072181199,0.0006356211242088887,0.0008376221626759893,10,a10_s2_t2_inertial.mat,a10_s2_t2
-0.42455622941176474,0.41730547383180033,0.6459918527596151,0.706299,-1.575684,2.2819830000000003,5209.166966844481,355162.23082492565,1.7294217026234513,0.8483902080366658,-0.689758006324539,-0.8130197635363667,0.9210809997153702,nan,nan,29.120610705882353,2088.09088230076,45.69563307692279,124.610687,-83.175573,207.78626,24507488.07183459,4708695133100.355,4.110293263145735,0.31906491839401707,2.0719957944136413e-07,6.493963061946249e-07,0.5648583170973205,0.0004551918051122671,0.0008058512928541004,-0.39824364705882354,0.2631874610955107,0.513017992954936,0.665039,-1.732178,2.397217,4583.4822700163995,201836.1225882081,2.1222917095424827,0.7062788037394482,-0.0032377261297446037,-0.0045842040177366365,0.840403952715269,nan,nan,-1.8618769705882374,11895.656361190353,109.06721029342573,245.862595,-213.099237,458.96183199999996,100184.33116923731,90994585835961.34,2.2349643098807745,0.49599072981996034,-4.883544838199315e-07,-9.846040549935264e-07,0.7042660930500348,nan,nan,-0.31627845882352945,0.19692477532516595,0.44376207062475037,0.419678,-1.487305,1.906983,2890.9266356062444,94868.5491294373,1.838068451569676,0.9471000725397143,-0.7253503205057726,-0.7658644968326268,0.9731906660771641,nan,nan,-7.39488101764706,24512.863245919194,156.56584316484611,318.442748,-358.564885,677.0076329999999,1580375.2661630306,369933803898244.44,2.302108544007082,0.5257071290888827,2.849252354896993e-09,5.419847282335907e-09,0.7250566385385921,5.3378388462906905e-05,7.361961207678228e-05,1.0599485941641928,0.19280474585266305,0.43909537216038047,2.26682148610185,0.2046131093576362,2.0622083767442136,32468.890543621757,6224695.709487227,2.697445831133255,0.5227385470703025,-0.05402230636963587,-0.10334479190869861,0.7230066023697865,nan,nan,165.30328125667313,12077.59651418984,109.89811879277025,408.7486706269087,3.4735425559509125,405.27512807095775,789697551.5530385,3763298967862276.0,2.437960731688734,0.599276392575406,-0.07887439680878885,-0.1316160586099914,0.7741294417443416,nan,nan,10,a10_s2_t3_inertial.mat,a10_s2_t3
-0.37570257222222225,0.46628302315095593,0.6828491950284161,0.622314,-1.518555,2.1408690000000004,4573.33849789037,389670.6005927014,1.7669264381966387,0.9493687447132474,-0.44258426915860244,-0.46618795028088167,0.9743555535394908,nan,nan,35.29312973333333,2647.3321772413574,51.452231994747876,167.358779,-85.648855,253.007634,40357602.20651428,12348043648988.338,3.538923328295151,0.37759886567223416,-4.947303061209022e-06,-1.3102007211810357e-05,0.6144907368481922,nan,nan,-0.35896948333333334,0.25021684888721635,0.5002168018841594,0.613525,-1.614258,2.227783,4175.03451485305,179485.5017159073,2.092775008433101,0.666400981669567,1.7803614621292962e-07,2.6716069020019595e-07,0.81633386654577,0.0004219432973906916,0.0005168758943887748,-6.115182344444449,11113.906420672936,105.42251382258411,228.427481,-218.80916,447.23664099999996,1211612.7454280842,107669058995669.0,2.1264997286681595,0.4643503817185435,-5.128669693650481e-09,-1.1044827129611622e-08,0.6814325951394925,nan,nan,-0.3276665222222222,0.20473705660801622,0.4524787913350373,0.417725,-1.544678,1.9624030000000001,3478.637333040676,133389.3881133962,1.6413583362607491,1.1316673840928482,-0.478338830149926,-0.42268500168303913,1.063798563682452,nan,nan,-9.877014427777777,25445.13608331096,159.51531614020945,310.534351,-365.984733,676.519084,3160795.413811584,467054224851302.4,2.2648867828762422,0.5669482910667587,-5.717360193714348e-07,-1.0084447354020022e-06,0.752959687544266,nan,nan,1.0529742652431262,0.1898589879060877,0.4357281123660576,2.113475429773907,0.2322539079089951,1.8812215218649118,35923.65562576336,7192715.954195106,2.6540916091556968,0.4670827623774843,-0.05102552813369312,-0.10924301268145623,0.6834345340831735,nan,nan,167.3182856287913,12591.521850953695,112.21195057102294,395.9826242682223,1.2711242780503407,394.71149999017194,907051242.0665525,4729143333126556.0,2.2852550223938626,0.5836635816200204,-8.04297178761495e-07,-1.3780150142811421e-06,0.7639787834881414,nan,nan,10,a10_s2_t4_inertial.mat,a10_s2_t4
-0.4253949950248756,0.3539644849281343,0.5949491448251139,0.457031,-1.232666,1.689697,7311.001393307237,464102.82399558026,1.8696609429180415,1.1726394200319685,-0.1881923016710518,-0.1604860782063094,1.0828847676608848,nan,nan,30.393528552238806,7178.314660203532,84.72493529182263,231.969466,-195.29771,427.267176,37321093.5119504,33687439174055.66,3.543475428151951,0.4318342766958288,2.3679473622766345e-08,5.4834631942488113e-08,0.6571409869242891,0.0001538813621682832,0.00023416795669452327,-0.23332073631840794,0.23121434982345784,0.4808475328245512,0.831787,-1.540283,2.37207,2199.372504811024,94964.13154968749,2.45212565430212,0.6346977900603843,2.931313887541716e-06,4.618440356098978e-06,0.7966792265776637,0.001712108024495451,0.002149055689389872,-19.130150776119404,8579.767017314372,92.62703178508082,188.610687,-189.923664,378.534351,14785257.778838009,91624166841269.38,2.3058240681956055,0.5776957706826269,4.811331069632941e-09,8.328485880981425e-09,0.7600630044164937,6.936375905062341e-05,9.126053846532699e-05,-0.48487544278606964,0.1673394024517293,0.409071390409705,0.38501,-1.575439,1.960449,9498.444582881295,466043.4514104205,3.340538850932767,0.5015880702542902,-0.08841530252302016,-0.176270744394292,0.7082288261955243,nan,nan,-12.583038990049754,20302.55551106473,142.48703629125256,289.221374,-273.221374,562.442748,6396806.289964757,564095247619279.9,1.9870887662608712,0.568041302543875,7.420693741922207e-10,1.3063651725129688e-09,0.7536851481513185,2.7240950317347974e-05,3.6143674031744043e-05,1.0415798693282938,0.13813327581874119,0.37166285235242597,2.1261684572815485,0.2557976238630844,1.870370833418464,43830.58530589799,9572689.366705984,3.2341937894546553,0.3962509603225914,-0.011943252645670975,-0.03014062763645511,0.6294846783858932,nan,nan,168.98733591153365,8951.979606903049,94.61490161123167,357.9099956315608,2.10620590289791,355.8037897286629,1153720032.5381904,6698306545530472.0,2.6225292913804954,0.6889024175482779,2.788211468623884e-07,4.0473242618988023e-07,0.8300014563531065,0.0005280351757813,0.0006361858424940626,10,a10_s3_t1_inertial.mat,a10_s3_t1
-0.3639286119402985,0.4368439490625758,0.660941713816412,0.575684,-1.441406,2.01709,5350.871441421804,443047.01497164567,1.8940536263338668,1.1633079852804016,-0.17133977115604845,-0.14728668016041258,1.0785675617597636,nan,nan,25.88158445771144,6814.459847371687,82.54974165539033,370.442748,-224.580153,595.022901,27062868.983696718,21162074882700.71,4.072302832162509,0.35928766755784475,3.260484393346492e-08,9.074857524358416e-08,0.599406095696269,0.00018056811438752114,0.000301245041857263,-0.13016582587064676,0.1768478714652284,0.4205328423146383,0.733643,-1.193359,1.927002,684.5198890155606,37250.682271178346,2.812473914314019,0.5043458728358151,-0.047574819883295275,-0.09432974957402455,0.7101731287762267,nan,nan,-7.632372502487567,11468.756223193544,107.0922790083092,260.396947,-215.022901,475.419848,2353483.897785839,146264057092438.28,2.3675964952961004,0.5696502042363668,2.1590148893633372e-10,3.790071298679795e-10,0.7547517500717483,1.4693586660047767e-05,1.946810545142951e-05,-0.5350347810945273,0.16796408700483764,0.40983421892862687,0.137207,-1.731445,1.868652,11565.27982824408,683718.715143588,3.287499880973239,0.41538657249367705,-0.008500166798759708,-0.02046326810164066,0.6445049049415195,nan,nan,-0.010178109452737944,17484.35809199521,132.22843148126356,273.007634,-252.732824,525.740458,4.185297639993429,376854673189680.25,2.1262001988231205,0.6102308700296846,1.9743912002075514e-09,3.2354823349259725e-09,0.7811727530000547,4.443412202584351e-05,5.6881300397634833e-05,1.0307363315910567,0.15488791606510194,0.39355802121809424,2.0102894937180067,0.2903847076793129,1.7199047860386938,42922.72478196154,9186434.200505354,3.01215611889929,0.4265157692611263,-0.024495043622356136,-0.05743056971794988,0.6530817477629629,nan,nan,167.34738469433202,8490.536626179975,92.14410792980729,370.48086364526733,1.0700101275670246,369.41085351770033,1131435950.5740876,6422968691697886.0,3.206261724420636,0.3547589739894589,3.3047531394528503e-07,9.315488491493512e-07,0.5956164655123789,0.0005748698234777027,0.0009651677829006475,10,a10_s3_t2_inertial.mat,a10_s3_t2
